发文时间,标题,发文位置,阅读量,在看数,点赞数,转发数,留言数,链接,封面,类别,图片/视频引用（次）,字数,数据引用（次）,描述疾病原理（是/否）,本地相关性,主要医护职称,故事/案例引用（个）
2024-11-15 18:31:42,舟医史话6丨完全独立建制运行，舟山医院再次扬帆起航,7,551,1,0,2,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573566&idx=7&sn=809de8a450335f32215f211c6a813742&chksm=89fd100fef4185c9d6cb080fcaacd79ee9b1f4efc1a0229b917053258a2a4ad3b9a9bed29536&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibwiaEenbBZBgs0JzvrrL8OEGLLYn1V9YrCKwEibGK7flz2Yu1WpgpTR0LxiaOhU91K0Kjr1RRVpAZnw/300?wxtype=jpeg&wxfrom=0,人文故事类,,,,,,,
2024-11-08 19:31:29,“阵地前移”，舟山医院诊前移动式健康小课堂，守护健康,7,618,1,3,7,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573439&idx=7&sn=565f63db115d2b1e855d2946150a51f0&chksm=89d96b6022870b9a0972fd771125819c68fdaa8037c74aa344a93bcbf29a31b5deaf51afedd5&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS87GmYeibDUa4gdR3iadNicDEyicRU4h7PEnibgxjwYInOoDRWrOUCeRjibIZGuc8qDoCbjSbkeoqazV1icA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-10-31 16:31:45,舟医发布丨舟山医院举行“淋”危不惧，“乳”你同行健康宣讲活动,7,800,2,6,8,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573324&idx=7&sn=7caef7f32f1db61cd7dffee7a8fc4720&chksm=89998294911cafef07107d22b2418d8a1e8774dd67ba7643184cdd9669b72e38e57cb7402b1a&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic7yV18RxAPz33AuPibesFbDN3rkDUFkbZbS4bBpsI3J71dQCWQ6YWCCrMypJctcb3bUk9jzWm2apQ/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-10-25 18:57:11,舟医发布丨市级继教班《海域紧急医学救援培训》成功举办,7,423,0,0,5,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573192&idx=7&sn=d33d3820b225de6478cd185d2abf8f91&chksm=89400705a6ad2e87e5263b74b5caa28566914648a89ad3ed8bed61a63bd878217d467b2077a9&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicbyOuKesuiccuiaXtDyvMkzSVS6MsCs182RvU8vweDZuicOD2p6Sy9qEnzckNUzI87zlXKJMPQB8F8g/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-10-18 19:56:58,建院70周年 | 舟山医院新院歌《福仁舟医》正式发布,7,663,0,0,24,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573096&idx=7&sn=ce93cabd75d475d201c7cec71a41b9d5&chksm=896591f9e4742978cfb0ad03cb8b4874ca5dc6b890807a35f4ebeacbe6adec18f374d3dd505a&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibdxhklSDCt5SpwFrJiaJnFpWMlOfMNxcs98NWFP1Pyw7P9nzv8gcRFibXHkdpPVHlf4v3ILnAXnNmA/300?wxtype=jpeg&wxfrom=0,人文故事类,,,,,,,
2024-10-11 20:10:56,走出去学回来丨舟山医院两名医护人员圆满完成英国临床医学交流学习,7,1962,4,19,33,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572917&idx=7&sn=cb1607a5ca9a9ee924b65297e8383570&chksm=893525b7176a932faeea64ba77aa18e79036412b57d1c5e78afa30e96ca864dee4a1adf5703c&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicoOxHQNEmNsrpZe0KS4GYOtdhVm4HOmwxycShcF8tDoeCI7IMOk8y50k0ZKaacPCVpHVbYuVlEnQ/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-09-27 19:43:03,舟医发布丨舟医血液内科多篇论文亮相中华医学会血液学学术会议,7,759,0,2,7,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572758&idx=7&sn=efb0fff89e60430730f04d4804de1395&chksm=8990ff0e1d464ea5f2c3f2b23998a6451e7496dbf1d1bbee67dc7bd87640848c9ec7a9bf531d&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicuMkAoz8wibM8mNhpz2Wia7Ol1zx4FNK9L1WtibeSre4PR26mKTicJxT82AmuTB7h4n59MiaNNGlw7dyA/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-09-14 17:32:28,肺癌不是绝症！肺癌是可防可控的慢性病,7,1310,0,5,17,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572515&idx=7&sn=5316f6e68c617b9865f30330cbbafbcd&chksm=89e6ee06c079daef1f35f014e90f0eaded002fa7999ad46c84deb8db730958c4fe0d471762c6&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicfic41iaJRySNXbC9644RpolIWZeAREAajc6rZTcSXKdXXjIkySSjKS4UD8ZBiaopo3beGvLQmwPUww/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-09-06 18:31:34,舟医“药”你懂丨“小闷子”的东海生活——“药”解暑攻略,7,468,0,5,8,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572375&idx=7&sn=532a18fb90b792e545c196c041e10867&chksm=89b12906afc92a15b69d5708ef5d8ab31137bf333e5575c95f2a3252e94768c0a081abc50618&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicUNKwLdfRGdic9WoXrD1Ikc0TDUETZU1Anu4bhKcyicLnQhqWXWs8kJW2wKhmOM1fKsJlBzfIOomXQ/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-08-19 19:02:34,关节疼痛、肿胀、僵硬、咔咔响？别让退行性关节炎找上你！,7,1411,1,9,18,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572242&idx=7&sn=666d13831de9dea54c568203ee46f981&chksm=89c38cee831d75b4592fe0c8c24d6f474f64f600576c2fc6ae3b05bcddc930904150d5a81978&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibPoKXxmVN9tZT6SA20DsbiaXYffNoaG9YZouJMp4XYpLOMXj7o68ujZIqjo0dlVlNLfVsAl5ciaNTw/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-08-09 18:32:25,浙江省继续教育项目“海岛基层医院临床护士应急急救评估能力提升培训班”在舟山医院圆满举行 推动海岛基层护理高质量发展,7,771,0,1,8,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571963&idx=7&sn=b24052ce7394f7e120bb54d9c37f2bba&chksm=895fa0dca316571f5ae7b31651f5f06d75be361850f0f43e94af0e5ee9ce4bb662ce6bd3daa2&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9BcpibqQ0CIaoLiaA4MSdr3ZyRa2K5eGIOmvyC6OWxvCbZ9K0OSMHYIiazRt6YTrMVpO7OJ9x5B8ruw/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-08-02 18:58:21,舟医清风丨如何理解和把握对违纪行为所获得的经济利益予以处置的规定,7,637,1,2,3,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571743&idx=7&sn=64dc2b8f0b00064486a072a1d01bca02&chksm=896db7b8b163c47ae9786a6508f66d70bc64e30499894c062b49bf48946ba98d73529dcb315a&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibNmlBrgeyBXvLCcdmcg5hWXhLAV5FX1D4g9ND58MBZfibwYqtVG3TOcW9xB68YGupdqflVY3srcvw/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-07-26 18:31:40,2024年舟山医院住院医师规范化培训社会化学员（第三批）招生通知,7,1121,0,2,22,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571595&idx=7&sn=a0c6aaac62d996afb8d2b085aa8f0bc3&chksm=893bb3a53461ecf9504ea9cf0240b29999f09bc3936c912d4490f74f035cd8957ffe2bb02dc6&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8Q9oKuXtibzib3j4OvDicGqUEJqnib0fOgER9yU3KKBibg6rctbYKpXYWbk0cHrO8DfyDv5QicD1HLNXQw/300?wxtype=jpeg&wxfrom=0,通知公告类,,,,,,,
2024-07-19 18:31:59,祝贺！舟山医院2024年住院医师规范化培训结业考核通过率100%,7,1472,1,3,29,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571401&idx=7&sn=ed6b34ab784642b21d59823171b3e567&chksm=89f6678403819cce1417690f1f69e28feba2eb46ba08453063fd162b4d83724652fd421b4642&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9RI5DVNlyM5SywUtT4GtSksFpJPIocq3KRLBFbDOqktjuib3Idr20m7gHALuic8OFkUcmQXUswWC5A/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-07-12 18:31:37,“姐妹花”两个月均减重16斤！想获得健康和减重“双重好礼”的你，心动了吗,7,1967,2,5,84,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571177&idx=7&sn=266b906b28bf07f3ea9fc4372422e40e&chksm=8944a9da24af48929efd041dca5042a9373d257a12403e3496d61ffdfc338b1d6defc9e094d5&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9K4sK1F4CtE8xAQ2rgw0hiar5IJf2rn6mjjDzKfk8SxcomFofVUnDs9UFK8RFKHGDTeJvVgLA59cA/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-07-05 18:31:08,我在院史中（七）丨纸短情长，浓浓医患情！一封来自患者家属的感谢信,7,574,3,3,3,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571070&idx=7&sn=9a927ff7d36c0c2909caa1c79162481c&chksm=89899c24d98334ad9d1d44acb8c34db1563845c9b813fcfcf4d7b408002bdb266fadc441dcdd&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9bYSCBic9Dz5jjBJMqJnsPjNnUBs5GayFqegqtfZLyFf8kiaSvZP4R8OkpcPvyVKe09XMqUsQAJ7Iw/300?wxtype=jpeg&wxfrom=0,人文故事类,,,,,,,
2024-06-28 18:27:05,舟医清风丨勤廉并举 时刻警醒 舟山医院开展法纪教育活动,7,632,0,0,6,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570886&idx=7&sn=37dfd585a0f299bdb77713beca87a36d&chksm=89b096267bb738333af7e5a6841b5bd965018509e958b7f6d579aaaee13c8d6b143a1f1d4e11&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibDABvNXCfInSfM6TY6TU0Woe7N37fa7icgDdvRFLuicbApG4vvZfXSyVmaYMicL3Wnw7BbqGlaYrssQ/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-06-21 18:31:53,“我在院史中”史料征集展示（五）丨献给我的老朋友——舟山医院的一封信,7,776,1,2,2,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570783&idx=7&sn=fe51ddb982ca130f7635577d688bbc8e&chksm=89f7972b807c4b5c347cafbb4440281f5ffea759c0ae76b1980b1c6b38cc1589a851f5098ad7&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8ha1O8ibyH0CmuGch4r28tSx0AfTLwc5M720AUPibn4aJyYnaawuqYhbGs8giazUhDiahmPF0n7FQapQ/300?wxtype=jpeg&wxfrom=0,人文故事类,,,,,,,
2024-06-14 19:28:00,呵护老年眼健康，让“视”界充满爱,7,942,2,5,24,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570709&idx=7&sn=7435bceadeea14fb807ea0887e20f4f4&chksm=89b97c3df77a1d8bfb573df0620ec8c9b8343f7eb093a51e1a1f50d05d8b577440810708b827&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8ha1O8ibyH0CmuGch4r28tSt7icKUKtPhynGum9xiatNvKvHQJYcaHhCymeVkclOd2ytNbLPicJTvSSQ/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-06-07 18:30:47,“互联网+护理”一键下单，护士上门，真方便,7,1448,1,3,67,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570564&idx=7&sn=265368d2f0c57aa02fc88f53e7718e86&chksm=8901c042df5c9ab7480818eee4064afe3c9c9080bfc8ffdb818dee1c75484d4dd35cad1973c1&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8apSHjice6eAZFdYXO9vZaCcP3ABQibE9J1pcrgurUqo0jf1haYpqbdkXuBScibiajaF3hTLFPeWsXgA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-05-31 18:44:18,“我在院史中”史料征集展示（四）丨二次援非，增进中非友谊,7,727,0,0,3,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570438&idx=7&sn=a67c6d08822cc15c4d73448d28343e38&chksm=898d0f136590575a81f0c8728b6890981346c2816806a47c7aad1213c8985e32d7d2113f49ca&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8hCf9T73fWiaWfEUKwzjgrFYiaXS6BZGt07FdWkCrYrET0scrQLdcOmn2cp6RHbXlMtajawgqPmNag/300?wxtype=jpeg&wxfrom=0,人文故事类,,,,,,,
2024-05-24 19:08:01,舟医发布丨舟山医院在全国首届病历书写技能大赛中荣获佳绩,7,1644,4,8,26,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570256&idx=7&sn=6086fc6a9b2ef699f918213351126f60&chksm=89a81f996d7ec474d4daf6b3ddddac99a1cb8f83aab5d44341ad254a18bcd31f954f9e816d6c&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic6eicEKfVuPgicRktk3TfL9Qo9fiawiblMj6VgNEXficGmUH4f8Rd32bSs3S6wzBgUh4wExBIq95yW3XA/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-05-11 19:16:49,2024年舟山医院住院医师规范化培训社会化学员招生通知,7,4396,3,9,202,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570092&idx=7&sn=48086d249b3c8b9771b64a0aeb1965ee&chksm=890ee0829cb4ffdc49fe17ec521561ed64736bc2cc268f29213799ecc126cc8580099a923dad&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS97Vx4YwgrwichX5HxTMA5Jz6kt5kMZ03bkiafb3H9ISibJM89TPET6lGU2KvypXVfGuEqM4yzlH5O1w/300?wxtype=jpeg&wxfrom=0,通知公告类,,,,,,,
2024-04-27 18:31:14,助力儿童成长丨舟山医院开展春季助生长公益活动，儿童免费测骨龄、生长发育咨询，赶紧来报名,7,1564,0,0,96,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569729&idx=7&sn=97e5749be5f4e6d177f63058c8575256&chksm=8989e5b3b859484442b18503f27599fb810e1c4b769f67b162aa589dbc163ee26f9426a5ab05&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8faPE2gnICLibXrPn9cFV2wkWKuHBibpU2YqMfWVaibg3ovx8lke0iaTOXEibrcicEKTZjFAruQH8k1yxQ/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-04-12 18:32:21,大便出血是痔疮还是癌症？出现这些症状要当心,7,3344,3,15,40,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569458&idx=7&sn=822c6c3583848a78b96de24acd197f6f&chksm=89373bac5fd92e3232a79e81cba61e214668324080cee01fa97288ccc5e78cbb9a3e90b889e4&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9zLiaPc9dR66lo2rAiaiaDPJwlVvS7iaT0SwVUMvQ7ib1EZzBr2Q9M0JweBe0vmR6nxHedH414bmjwSWQ/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-04-07 16:09:03,舟医发布丨“医”礼相待 “医”诚动人：舟山医院举行门诊窗口服务礼仪培训,7,682,1,2,19,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569306&idx=7&sn=359f19878e34f3a52d0acc9874a73476&chksm=894188d67fcef2dfd4048dab671c0c5bbbd44186a3af4bd3bd2cc5214fefbb0d82804aa8acf6&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSiba1nDrrKeicticibv8icqETzicwzic3KVaIjzKea5uQLd9pWiaiaEic5QCaU2a0OGibMJib87LryiagjH7nKUcRg/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-03-22 20:05:00,声聚心耳·远离卒中——海岛舟山首届左心耳封堵学术交流成功举办,7,982,1,2,20,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568997&idx=7&sn=a9fd5d94976621c461ff2c7ee71f3274&chksm=89f8472c542ebbdba5211c31e36fa8540babaff2241ca6b7eee9ebdb0b257dbc925dbedf7ad3&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS97kdv1EiaT4BPXW13CVUPwicic7Q3k55ULchwd0micBOdRyEib8owtSOQQF3tFOGaEPFMqAZYjNDCW0Sg/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-03-15 18:27:22,舟医来了丨“无形的杀手”高血压，你对它了解多少?,7,1451,1,6,42,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568855&idx=7&sn=365fb76fdab8353c0c45591621de4487&chksm=89267d63834556b4b7ec94673b50eb66b757c47f64ae8f216f2907f6c982b3f028571b6b9448&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9xfSy98DBEJRTsSF9j8Ajd2w5SUHc4PtmwmM953PZnLib9bCVaWbDLEibOKhJPOpNXX0AOBcpuwadQ/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-03-07 18:32:02,热辣滚烫，掀起减肥热潮，舟医专家教你科学减重，要瘦更要健康,7,1415,1,1,26,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568480&idx=7&sn=0ccefb5186cbc64c8f384f0431ed91a6&chksm=89653ff4f5506f3551cfac930466d11a1314b38586c303d31525a0a6b5f75a30f7ff961aa609&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSib5HmXjTwWxovxhL8lZ82auOia2zBGOB0DHPzgOqOmwlARx6NBjfZUQz9CHiceiavpghKWfNtHeeibMRw/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-02-29 18:32:37,“水光针”注射不是越多越好，皮肤有这些问题时千万不要盲目医美,7,1837,2,1,48,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568405&idx=7&sn=5fae0c41933b7cca2012f1dfa3eec4d1&chksm=895bdc8b3df9125656cb4310ae39e41da63c12ed6fa8e5cd3c80152abc672546c8c5ee91ad08&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS99LcuXjarIGvoP85JX1TY4zOvOIj9ibR97hbJGxcSfiaiajogEWmxhuu7fDOuHNV3roXAzoJAqm7LhA/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-02-08 19:24:45,医者仁心担使命 无偿献血我先行——舟山医院开展无偿献血公益活动,7,1028,0,2,9,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568263&idx=7&sn=094970190edd445cd96be4ba3543a363&chksm=89de0886acd0660fd39fa0c01c2bbc872d921e356f51ec380d691a50e46ced017151266a8f07&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicucEMqiascpL1vX0cyxA3Us7SiaNfGmibS1OlRU4NyeKONrJuM9W6ibkq4fUpYeTD1ribOhqZkUACtaCw/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-02-04 18:51:46,舟医“药”你懂丨咳咳咳，家有萌娃止咳药怎么选？,7,1013,2,3,30,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568150&idx=7&sn=4fe85f9d13ded1b178d94dc99b4c844a&chksm=8927cb92c7e692df8c3374d72cfb2a7ae195ae16b5679d60ce77cd46c441ee56aaccb3bef99d&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicXTPYic9b9YwET35c8k5OPkLdm3EK0jKIyh3U07lMhDdzhjVgCD7NSlGunNR5mjxwyVlU6YqOKqhQ/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-01-26 18:30:31,您知道吗？植物化学物能防癌！多吃这些食物,7,1306,3,2,25,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567835&idx=7&sn=9f63c7844a6d47533ec95bce29c6fca4&chksm=89b7d8de7cbefb7c8c0b6013687003cf1d43aa1147b34e5ffe7397091ae280bc8bf4f605adfe&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic7EhE5FI93UPyicNxLj6dHsW56SWlImibN3ImN98y8VC6jrrRd6wxmTETSboQxYzS3C6rqm31a5rMQ/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-01-19 18:32:23,便秘新疗法——盆底生物反馈治疗！为便秘、肛门痛患者带来福音,7,2305,5,8,117,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567737&idx=7&sn=47c125ab41023023e75971ee521508ec&chksm=8920e99b0f7bd383804b2350a4fda7e453bba7e154b7536b5a507e10287b0eac2656359ac563&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic7EhE5FI93UPyicNxLj6dHs3ENDQy09IJnVEQVvmf4OAvNDaGSkWwg7Hf76dYwtzsT2z8hqUVBgMw/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-01-12 19:03:56,舟医发布丨放射诊断中心在省住院医师规范化培训(甬绍舟片区)放射科专业指导医师小讲课、教学阅片比赛中获佳绩/召开防诈反诈宣传讲座,7,1006,0,1,14,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567483&idx=7&sn=0530a08bf3e2357c42aef4bbad4be5b2&chksm=8939aab65af05e3339ff9e7288869438951d29dd25e492d035e55962f86758e37f02089d2085&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicaic0JrZeXiaiaUoic2y4JYbLtrvWkF3Piae1FLKs1JFViakfzdXwJGFm2gWWTznEF8ZicHusL6vubkCjIQ/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-01-05 18:32:14,舟医“药”你懂丨被误解的营养治疗,7,1119,3,5,28,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567299&idx=7&sn=e0f954a797aa05e298347a3e041e72fc&chksm=89d03755cd3b781d6f3d09a0beeac71bbc4f0031a5e8738bc288933b9514c4b74d9e47cc6a57&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibbCVl4kLlXhGc5QkYn7iaaIrL3UOXEGpFa8NPNeZ0zeo6L5rYeDibDy5XicibKicGWyvsvsiaKsDyz09nQ/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2023-12-28 16:45:31,舟医发布丨喜讯！舟山医院荣获浙江舟山群岛新区建设10周年先进集体荣誉称号/舟山医院顺利通过药物临床试验机构备案后首次监督检查,7,1425,4,2,30,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567194&idx=7&sn=5069ef782225427502e850bfbe0c544b&chksm=899c970e14ed41d752324ad8c7967d7773761fdcc502386b5499ce72b04db5a52ae08155b2f6&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibbCVl4kLlXhGc5QkYn7iaaIaib1XFOiaaxHZNJn0WlvPUyqJPWsvlicntWFgJvPdibauryAE3lxSowzpQ/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2023-12-22 18:05:10,寒潮来了！长期吸烟、吸二手烟，天一冷就咳嗽的你，建议尽早完善此项检查！,7,1351,1,3,33,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649566995&idx=7&sn=2d6655c88574021bbf08c2e5c4220162&chksm=8974ba653b4a69a83c863bd4845fc9d0bc42ca5d7f96ae2da5a0bfcb8e42943728b3636f5cb8&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic6Gu2dD8CWeoP4quaF9EQBXAkRLTGqNQDuicmjmZXxMlNFNJVbpmnXL181uBmkia8kUqU5PHABkZJA/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2023-12-08 18:38:05,舟山医院开设体重管理联合门诊，50多岁阿姨三个月成功塑形，腰围缩小6cm，脂肪肝竟然消失了,7,2071,0,2,70,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649566818&idx=7&sn=15efea89208112899b1794dbda42ff64&chksm=8902d15c686139f52f2ed6785ac272be42780aeec419dca78173f1fcea4b613339864d8858fa&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSib2lYtCsaI2HNme3Sgx9j0xibaZ9QQQBDGdZ5DQiaHcILdyLQC1BD6UIe4eToib61mO1U3vTOPeqiczXg/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
